date,quantity
2014-10-02,8577.0
2014-10-03,9460.0
2014-10-04,17085.0
2014-10-05,18761.0
2014-10-06,7971.0
2014-10-07,7812.0
2014-10-08,8489.0
2014-10-09,6677.0
2014-10-10,11784.0
2014-10-11,12554.0
2014-10-12,13763.0
2014-10-13,9188.0
2014-10-14,6985.0
2014-10-15,8773.0
2014-10-16,7479.0
2014-10-17,8916.0
2014-10-18,14560.0
2014-10-19,16438.0
2014-10-20,8066.0
2014-10-21,7537.0
2014-10-22,8736.0
2014-10-23,6337.0
2014-10-24,6570.0
2014-10-25,11866.0
2014-10-26,14142.0
2014-10-27,6986.0
2014-10-28,6341.0
2014-10-29,6737.0
2014-10-30,5480.0
2014-10-31,6275.0
2014-11-01,11970.0
2014-11-02,10431.0
2014-11-03,13700.0
2014-11-04,8347.0
2014-11-05,7943.0
2014-11-06,7114.0
2014-11-07,7973.0
2014-11-08,13372.0
2014-11-09,14723.0
2014-11-10,7464.0
2014-11-11,7143.0
2014-11-12,8033.0
2014-11-13,5892.0
2014-11-14,6797.0
2014-11-15,12394.0
2014-11-16,14529.0
2014-11-17,7754.0
2014-11-18,6843.0
2014-11-19,7417.0
2014-11-20,6332.0
2014-11-21,8128.0
2014-11-22,11959.0
2014-11-23,14608.0
2014-11-24,7733.0
2014-11-25,6749.0
2014-11-26,7342.0
2014-11-27,6487.0
2014-11-28,6937.0
2014-11-29,13031.0
2014-11-30,16292.0
2014-12-01,10803.0
2014-12-02,8876.0
2014-12-03,8908.0
2014-12-04,7275.0
2014-12-05,8093.0
2014-12-06,12117.0
2014-12-07,15237.0
2014-12-08,9608.0
2014-12-09,7770.0
2014-12-10,7521.0
2014-12-11,6849.0
2014-12-12,7765.0
2014-12-13,13671.0
2014-12-14,14556.0
2014-12-15,9354.0
2014-12-16,11743.0
2014-12-17,8809.0
2014-12-18,7617.0
2014-12-19,7700.0
2014-12-20,11268.0
2014-12-21,12975.0
2014-12-22,9636.0
2014-12-23,9120.0
2014-12-24,7218.0
2014-12-26,10812.0
2014-12-27,9216.0
2014-12-28,10006.0
2014-12-29,8173.0
2014-12-30,9218.0
2014-12-31,7760.0
2015-01-02,6175.0
2015-01-03,6481.0
2015-01-04,8513.0
2015-01-05,5965.0
2015-01-06,4019.0
2015-01-07,5165.0
2015-01-08,4377.0
2015-01-09,4254.0
2015-01-10,7687.0
2015-01-11,9612.0
2015-01-12,4561.0
2015-01-13,3953.0
2015-01-14,4481.0
2015-01-15,3847.0
2015-01-16,4280.0
2015-01-17,8239.0
2015-01-18,8226.0
2015-01-19,4474.0
2015-01-20,4109.0
2015-01-21,4266.0
2015-01-22,4266.0
2015-01-23,4005.0
2015-01-24,7027.0
2015-01-25,7952.0
2015-01-26,3722.0
2015-01-27,3097.0
2015-01-28,3783.0
2015-01-29,3445.0
2015-01-30,3504.0
2015-01-31,7589.0
2015-02-01,8450.0
2015-02-02,4433.0
2015-02-03,4467.0
2015-02-04,4580.0
2015-02-05,3747.0
2015-02-06,4042.0
2015-02-07,6584.0
2015-02-08,6559.0
2015-02-09,3735.0
2015-02-10,3145.0
2015-02-11,3182.0
2015-02-12,3227.0
2015-02-13,4825.0
2015-02-14,5509.0
2015-02-15,4325.0
2015-02-16,4713.0
2015-02-17,5315.0
2015-02-18,4695.0
2015-02-19,3417.0
2015-02-20,4060.0
2015-02-21,6491.0
2015-02-22,8263.0
2015-02-23,4048.0
2015-02-24,4410.0
2015-02-25,3725.0
2015-02-26,3124.0
2015-02-27,4210.0
2015-02-28,7254.0
2015-03-01,9195.0
2015-03-02,4707.0
2015-03-03,4313.0
2015-03-04,4518.0
2015-03-05,4173.0
2015-03-06,4438.0
2015-03-07,8235.0
2015-03-08,8386.0
2015-03-09,5340.0
2015-03-10,4924.0
2015-03-11,4259.0
2015-03-12,3651.0
2015-03-13,4935.0
2015-03-14,7264.0
2015-03-15,8525.0
2015-03-16,4400.0
2015-03-17,3609.0
2015-03-18,4083.0
2015-03-19,2902.0
2015-03-20,3696.0
2015-03-21,8053.0
2015-03-22,7927.0
2015-03-23,3951.0
2015-03-24,3604.0
2015-03-25,3902.0
2015-03-26,3192.0
2015-03-27,4538.0
2015-03-28,7253.0
2015-03-29,7029.0
2015-03-30,3537.0
2015-03-31,3989.0
2015-04-01,4573.0
2015-04-02,4619.0
2015-04-03,5575.0
2015-04-04,6736.0
2015-04-05,7208.0
2015-04-06,4208.0
2015-04-07,8856.0
2015-04-08,4402.0
2015-04-09,3628.0
2015-04-10,4456.0
2015-04-11,7594.0
2015-04-12,8207.0
2015-04-13,4226.0
2015-04-14,3409.0
2015-04-15,4255.0
2015-04-16,3300.0
2015-04-17,4616.0
2015-04-18,7617.0
2015-04-19,8182.0
2015-04-20,4297.0
2015-04-21,4447.0
2015-04-22,4173.0
2015-04-23,4080.0
2015-04-24,4993.0
2015-04-25,8110.0
2015-04-26,7969.0
2015-04-27,4544.0
2015-04-28,4217.0
2015-04-29,4481.0
2015-04-30,5084.0
2015-05-01,7150.0
2015-05-02,8024.0
2015-05-03,8128.0
2015-05-04,5737.0
2015-05-05,4213.0
2015-05-06,4774.0
2015-05-07,4572.0
2015-05-08,4788.0
2015-05-09,9548.0
2015-05-10,7083.0
2015-05-11,6131.0
2015-05-12,5055.0
2015-05-13,5762.0
2015-05-14,4563.0
2015-05-15,5621.0
2015-05-16,10799.0
2015-05-17,11969.0
2015-05-18,5806.0
2015-05-19,5186.0
2015-05-20,5449.0
2015-05-21,4797.0
2015-05-22,5830.0
2015-05-23,8211.0
2015-05-24,10364.0
2015-05-25,7895.0
2015-05-26,6697.0
2015-05-27,8211.0
2015-05-28,6039.0
2015-05-29,8419.0
2015-05-30,14564.0
2015-05-31,16967.0
2015-06-01,9498.0
2015-06-02,8655.0
2015-06-03,8891.0
2015-06-04,7875.0
2015-06-05,7661.0
2015-06-06,12668.0
2015-06-07,14278.0
2015-06-08,7878.0
2015-06-09,7739.0
2015-06-10,7799.0
2015-06-11,5864.0
2015-06-12,7328.0
2015-06-13,12915.0
2015-06-14,14349.0
2015-06-15,7049.0
2015-06-16,7769.0
2015-06-17,8766.0
2015-06-18,6140.0
2015-06-19,8463.0
2015-06-20,14759.0
2015-06-21,10881.0
2015-06-22,7862.0
2015-06-23,7099.0
2015-06-24,8996.0
2015-06-25,5540.0
2015-06-26,8124.0
2015-06-27,13586.0
2015-06-28,15283.0
2015-06-29,7812.0
2015-06-30,6853.0
2015-07-01,9984.0
2015-07-02,7973.0
2015-07-03,11014.0
2015-07-04,14653.0
2015-07-05,10455.0
2015-07-06,4447.0
2015-07-07,4056.0
2015-07-08,9800.0
2015-07-09,7755.0
2015-07-10,8413.0
2015-07-11,11258.0
2015-07-12,12104.0
2015-07-13,8149.0
2015-07-14,7390.0
2015-07-15,8768.0
2015-07-16,6670.0
2015-07-17,8500.0
2015-07-18,11939.0
2015-07-19,12587.0
2015-07-20,7954.0
2015-07-21,6763.0
2015-07-22,7311.0
2015-07-23,5922.0
2015-07-24,7981.0
2015-07-25,11735.0
2015-07-26,11115.0
2015-07-27,7615.0
2015-07-28,6279.0
2015-07-29,7398.0
2015-07-30,5823.0
2015-07-31,8034.0
2015-08-01,13053.0
2015-08-02,13690.0
2015-08-03,9279.0
2015-08-04,7954.0
2015-08-05,8025.0
2015-08-06,6934.0
2015-08-07,7983.0
2015-08-08,10072.0
2015-08-09,8676.0
2015-08-10,10081.0
2015-08-11,7678.0
2015-08-12,8335.0
2015-08-13,5834.0
2015-08-14,13927.0
2015-08-15,17029.0
2015-08-16,14251.0
2015-08-17,8716.0
2015-08-18,7599.0
2015-08-19,8521.0
2015-08-20,6668.0
2015-08-21,8859.0
2015-08-22,11707.0
2015-08-23,11842.0
2015-08-24,8931.0
2015-08-25,7587.0
2015-08-26,7754.0
2015-08-27,7586.0
2015-08-28,8410.0
2015-08-29,14161.0
2015-08-30,15265.0
2015-08-31,10496.0
2015-09-01,10961.0
2015-09-02,11425.0
2015-09-03,9865.0
2015-09-04,11179.0
2015-09-05,18759.0
2015-09-06,17912.0
2015-09-07,9417.0
2015-09-08,8221.0
2015-09-09,9285.0
2015-09-10,7510.0
2015-09-11,9677.0
2015-09-12,15728.0
2015-09-13,16505.0
2015-09-14,9991.0
2015-09-15,8482.0
2015-09-16,10142.0
2015-09-17,7620.0
2015-09-18,9140.0
2015-09-19,14571.0
2015-09-20,16879.0
2015-09-21,9343.0
2015-09-22,8385.0
2015-09-23,8997.0
2015-09-24,8010.0
2015-09-25,9200.0
2015-09-26,14814.0
2015-09-27,17508.0
2015-09-28,9117.0
2015-09-29,7899.0
2015-09-30,9331.0
2015-10-01,9222.0
2015-10-02,10824.0
2015-10-03,18843.0
2015-10-05,10491.0
2015-10-06,8422.0
2015-10-07,8399.0
2015-10-08,6599.0
2015-10-09,12646.0
2015-10-10,13174.0
2015-10-11,14160.0
2015-10-12,8241.0
2015-10-13,4567.0
2015-10-14,8560.0
2015-10-15,6498.0
2015-10-16,9451.0
2015-10-17,14910.0
2015-10-18,16087.0
2015-10-19,8846.0
2015-10-20,6620.0
2015-10-21,8971.0
2015-10-22,6653.0
2015-10-23,8624.0
2015-10-24,13922.0
2015-10-25,14743.0
2015-10-26,7601.0
2015-10-27,6280.0
2015-10-28,6186.0
2015-10-29,5531.0
2015-10-30,7720.0
2015-10-31,10521.0
2015-11-01,10329.0
2015-11-02,10088.0
2015-11-03,13839.0
2015-11-04,8766.0
2015-11-05,6860.0
2015-11-06,8340.0
2015-11-07,12878.0
2015-11-08,15335.0
2015-11-09,7765.0
2015-11-10,7746.0
2015-11-11,7686.0
2015-11-12,4641.0
2015-11-13,8034.0
2015-11-14,13378.0
2015-11-15,16061.0
2015-11-16,8779.0
2015-11-17,6660.0
2015-11-18,8642.0
2015-11-19,7600.0
2015-11-20,7725.0
2015-11-21,13163.0
2015-11-22,15142.0
2015-11-23,7861.0
2015-11-24,7153.0
2015-11-25,8490.0
2015-11-26,6496.0
2015-11-27,7514.0
2015-11-28,13135.0
2015-11-29,16055.0
2015-11-30,8551.0
2015-12-01,8726.0
2015-12-02,10288.0
2015-12-03,6793.0
2015-12-04,7171.0
2015-12-05,11808.0
2015-12-06,16270.0
2015-12-07,9461.0
2015-12-08,7960.0
2015-12-09,8831.0
2015-12-10,7192.0
2015-12-11,8499.0
2015-12-12,13170.0
2015-12-13,15377.0
2015-12-14,10257.0
2015-12-15,5759.0
2015-12-16,8612.0
2015-12-17,7833.0
2015-12-18,8508.0
2015-12-19,12951.0
2015-12-20,13670.0
2015-12-21,9743.0
2015-12-22,9399.0
2015-12-23,10121.0
2015-12-24,8000.0
2015-12-26,12093.0
2015-12-27,10697.0
2015-12-28,8026.0
2015-12-29,9749.0
2015-12-30,11025.0
2015-12-31,8880.0
2016-01-02,13006.0
2016-01-03,18421.0
2016-01-04,11911.0
2016-01-05,9361.0
2016-01-06,9751.0
2016-01-07,7005.0
2016-01-08,8955.0
2016-01-09,14633.0
2016-01-10,16548.0
2016-01-11,9136.0
2016-01-12,7852.0
2016-01-13,7421.0
2016-01-14,6586.0
2016-01-15,8663.0
2016-01-16,14150.0
2016-01-17,14933.0
2016-01-18,8891.0
2016-01-19,8287.0
2016-01-20,7426.0
2016-01-21,6283.0
2016-01-22,7225.0
2016-01-23,12981.0
2016-01-24,13750.0
2016-01-25,8699.0
2016-01-26,7131.0
2016-01-27,7366.0
2016-01-28,6575.0
2016-01-29,7241.0
2016-01-30,13260.0
2016-01-31,14662.0
2016-02-01,9410.0
2016-02-02,6982.0
2016-02-03,8224.0
2016-02-04,6796.0
2016-02-05,8670.0
2016-02-06,11104.0
2016-02-07,8119.0
2016-02-08,8342.0
2016-02-09,11294.0
2016-02-10,7940.0
2016-02-11,7069.0
2016-02-12,7198.0
2016-02-13,11676.0
2016-02-14,13573.0
2016-02-15,8594.0
2016-02-16,8268.0
2016-02-17,8265.0
2016-02-18,6353.0
2016-02-19,8102.0
2016-02-20,12702.0
2016-02-21,15261.0
2016-02-22,8188.0
2016-02-23,7011.0
2016-02-24,8768.0
2016-02-25,6308.0
2016-02-26,7294.0
2016-02-27,12771.0
2016-02-28,15159.0
2016-02-29,7792.0
2016-03-01,9258.0
2016-03-02,10135.0
2016-03-03,6740.0
2016-03-04,8349.0
2016-03-05,14522.0
2016-03-06,15288.0
2016-03-07,7634.0
2016-03-08,7440.0
2016-03-09,7796.0
2016-03-10,6408.0
2016-03-11,7874.0
2016-03-12,12899.0
2016-03-13,14000.0
2016-03-14,7615.0
2016-03-15,6948.0
2016-03-16,8648.0
2016-03-17,6716.0
2016-03-18,8065.0
