id,date,store_nbr,family,quantity,onpromotion
10174,2013-01-06,44,EGGS,1092.0,0
10166,2013-01-06,44,BEAUTY,18.0,0
10167,2013-01-06,44,BEVERAGES,7939.0,0
10169,2013-01-06,44,BREAD/BAKERY,1704.515,0
10164,2013-01-06,44,AUTOMOTIVE,15.0,0
10175,2013-01-06,44,FROZEN FOODS,688.754,0
10172,2013-01-06,44,DAIRY,2212.0,0
10173,2013-01-06,44,DELI,1000.127,0
10171,2013-01-06,44,CLEANING,4099.0,0
11960,2013-01-07,44,HARDWARE,11.0,0
11978,2013-01-07,44,SEAFOOD,87.913,0
11975,2013-01-07,44,PREPARED FOODS,428.161,0
11974,2013-01-07,44,POULTRY,616.595,0
11971,2013-01-07,44,PERSONAL CARE,538.0,0
11970,2013-01-07,44,MEATS,1004.881,0
11968,2013-01-07,44,"LIQUOR,WINE,BEER",157.0,0
11967,2013-01-07,44,LINGERIE,17.0,0
11959,2013-01-07,44,GROCERY II,70.0,0
11958,2013-01-07,44,GROCERY I,7059.0,0
11957,2013-01-07,44,FROZEN FOODS,328.65,0
11948,2013-01-07,44,BEAUTY,4.0,0
11949,2013-01-07,44,BEVERAGES,4373.0,0
11951,2013-01-07,44,BREAD/BAKERY,970.076,0
11946,2013-01-07,44,AUTOMOTIVE,6.0,0
11954,2013-01-07,44,DAIRY,1451.0,0
11955,2013-01-07,44,DELI,570.053,0
11956,2013-01-07,44,EGGS,644.0,0
11953,2013-01-07,44,CLEANING,2689.0,0
13748,2013-01-08,44,LAWN AND GARDEN,4.0,0
13760,2013-01-08,44,SEAFOOD,95.758,0
13757,2013-01-08,44,PREPARED FOODS,381.57,0
13756,2013-01-08,44,POULTRY,534.395,0
13753,2013-01-08,44,PERSONAL CARE,2356.0,0
13752,2013-01-08,44,MEATS,810.405,0
13750,2013-01-08,44,"LIQUOR,WINE,BEER",159.0,0
13749,2013-01-08,44,LINGERIE,17.0,0
13741,2013-01-08,44,GROCERY II,53.0,0
13728,2013-01-08,44,AUTOMOTIVE,18.0,0
13739,2013-01-08,44,FROZEN FOODS,374.66,0
13738,2013-01-08,44,EGGS,529.0,0
13737,2013-01-08,44,DELI,459.173,0
13736,2013-01-08,44,DAIRY,1333.0,0
13735,2013-01-08,44,CLEANING,2521.0,0
13733,2013-01-08,44,BREAD/BAKERY,789.296,0
13731,2013-01-08,44,BEVERAGES,3703.0,0
13730,2013-01-08,44,BEAUTY,6.0,0
13740,2013-01-08,44,GROCERY I,19849.0,0
15530,2013-01-09,44,LAWN AND GARDEN,2.0,0
15531,2013-01-09,44,LINGERIE,11.0,0
15532,2013-01-09,44,"LIQUOR,WINE,BEER",199.0,0
15534,2013-01-09,44,MEATS,926.779,0
15539,2013-01-09,44,PREPARED FOODS,499.402,0
15538,2013-01-09,44,POULTRY,580.199,0
15542,2013-01-09,44,SEAFOOD,86.451004,0
15524,2013-01-09,44,HARDWARE,1.0,0
15535,2013-01-09,44,PERSONAL CARE,424.0,0
15523,2013-01-09,44,GROCERY II,121.0,0
15512,2013-01-09,44,BEAUTY,3.0,0
15521,2013-01-09,44,FROZEN FOODS,347.761,0
15510,2013-01-09,44,AUTOMOTIVE,14.0,0
15513,2013-01-09,44,BEVERAGES,4112.0,0
15515,2013-01-09,44,BREAD/BAKERY,916.534,0
15522,2013-01-09,44,GROCERY I,7546.0,0
15518,2013-01-09,44,DAIRY,1548.0,0
15519,2013-01-09,44,DELI,462.916,0
15520,2013-01-09,44,EGGS,606.0,0
15517,2013-01-09,44,CLEANING,2889.0,0
17306,2013-01-10,44,HARDWARE,2.0,0
17321,2013-01-10,44,PREPARED FOODS,340.499,0
17320,2013-01-10,44,POULTRY,430.67398,0
17317,2013-01-10,44,PERSONAL CARE,310.0,0
17316,2013-01-10,44,MEATS,785.936,0
17314,2013-01-10,44,"LIQUOR,WINE,BEER",186.0,0
17313,2013-01-10,44,LINGERIE,20.0,0
17312,2013-01-10,44,LAWN AND GARDEN,6.0,0
17324,2013-01-10,44,SEAFOOD,97.107,0
17305,2013-01-10,44,GROCERY II,71.0,0
17303,2013-01-10,44,FROZEN FOODS,216.32,0
17302,2013-01-10,44,EGGS,436.0,0
17301,2013-01-10,44,DELI,364.398,0
17300,2013-01-10,44,DAIRY,1096.0,0
17299,2013-01-10,44,CLEANING,1955.0,0
17297,2013-01-10,44,BREAD/BAKERY,665.894,0
17295,2013-01-10,44,BEVERAGES,3411.0,0
17294,2013-01-10,44,BEAUTY,8.0,0
17292,2013-01-10,44,AUTOMOTIVE,20.0,0
17304,2013-01-10,44,GROCERY I,5101.0,0
19094,2013-01-11,44,LAWN AND GARDEN,13.0,0
19095,2013-01-11,44,LINGERIE,7.0,0
19096,2013-01-11,44,"LIQUOR,WINE,BEER",404.0,0
19098,2013-01-11,44,MEATS,1469.279,0
19088,2013-01-11,44,HARDWARE,1.0,0
19102,2013-01-11,44,POULTRY,661.781,0
19103,2013-01-11,44,PREPARED FOODS,510.49298,0
19106,2013-01-11,44,SEAFOOD,148.634,0
19099,2013-01-11,44,PERSONAL CARE,335.0,0
19087,2013-01-11,44,GROCERY II,88.0,0
19082,2013-01-11,44,DAIRY,1386.0,0
19085,2013-01-11,44,FROZEN FOODS,333.599,0
19076,2013-01-11,44,BEAUTY,6.0,0
19077,2013-01-11,44,BEVERAGES,4276.0,0
19079,2013-01-11,44,BREAD/BAKERY,843.421,0
19074,2013-01-11,44,AUTOMOTIVE,10.0,0
19086,2013-01-11,44,GROCERY I,5993.0,0
19083,2013-01-11,44,DELI,483.268,0
19084,2013-01-11,44,EGGS,560.0,0
19081,2013-01-11,44,CLEANING,2209.0,0
20870,2013-01-12,44,HARDWARE,3.0,0
20885,2013-01-12,44,PREPARED FOODS,754.263,0
20884,2013-01-12,44,POULTRY,717.034,0
20881,2013-01-12,44,PERSONAL CARE,548.0,0
20880,2013-01-12,44,MEATS,1157.607,0
20878,2013-01-12,44,"LIQUOR,WINE,BEER",448.0,0
20877,2013-01-12,44,LINGERIE,9.0,0
20876,2013-01-12,44,LAWN AND GARDEN,31.0,0
20869,2013-01-12,44,GROCERY II,67.0,0
20888,2013-01-12,44,SEAFOOD,149.191,0
20867,2013-01-12,44,FROZEN FOODS,478.051,0
20856,2013-01-12,44,AUTOMOTIVE,37.0,0
20858,2013-01-12,44,BEAUTY,8.0,0
20859,2013-01-12,44,BEVERAGES,5413.0,0
20861,2013-01-12,44,BREAD/BAKERY,1247.39,0
20868,2013-01-12,44,GROCERY I,8294.0,0
20864,2013-01-12,44,DAIRY,1799.0,0
20865,2013-01-12,44,DELI,684.142,0
20866,2013-01-12,44,EGGS,716.0,0
20863,2013-01-12,44,CLEANING,2858.0,0
22651,2013-01-13,44,GROCERY II,122.0,0
22667,2013-01-13,44,PREPARED FOODS,802.146,0
22666,2013-01-13,44,POULTRY,927.908,0
22663,2013-01-13,44,PERSONAL CARE,728.0,0
22662,2013-01-13,44,MEATS,1290.928,0
22659,2013-01-13,44,LINGERIE,24.0,0
22658,2013-01-13,44,LAWN AND GARDEN,17.0,0
22652,2013-01-13,44,HARDWARE,6.0,0
22670,2013-01-13,44,SEAFOOD,182.893,0
22649,2013-01-13,44,FROZEN FOODS,582.425,0
22648,2013-01-13,44,EGGS,995.0,0
22647,2013-01-13,44,DELI,888.681,0
22646,2013-01-13,44,DAIRY,1919.0,0
22645,2013-01-13,44,CLEANING,3490.0,0
22643,2013-01-13,44,BREAD/BAKERY,1507.369,0
22641,2013-01-13,44,BEVERAGES,7078.0,0
22640,2013-01-13,44,BEAUTY,22.0,0
22638,2013-01-13,44,AUTOMOTIVE,26.0,0
22650,2013-01-13,44,GROCERY I,10520.0,0
24441,2013-01-14,44,LINGERIE,12.0,0
24442,2013-01-14,44,"LIQUOR,WINE,BEER",150.0,0
24444,2013-01-14,44,MEATS,730.133,0
24434,2013-01-14,44,HARDWARE,3.0,0
24448,2013-01-14,44,POULTRY,427.111,0
24449,2013-01-14,44,PREPARED FOODS,382.318,0
24452,2013-01-14,44,SEAFOOD,100.695,0
24445,2013-01-14,44,PERSONAL CARE,268.0,0
24433,2013-01-14,44,GROCERY II,57.0,0
24420,2013-01-14,44,AUTOMOTIVE,17.0,0
24431,2013-01-14,44,FROZEN FOODS,389.282,0
24422,2013-01-14,44,BEAUTY,3.0,0
24423,2013-01-14,44,BEVERAGES,3980.0,0
24425,2013-01-14,44,BREAD/BAKERY,894.754,0
24432,2013-01-14,44,GROCERY I,5756.0,0
24428,2013-01-14,44,DAIRY,1262.0,0
24429,2013-01-14,44,DELI,485.119,0
24430,2013-01-14,44,EGGS,539.0,0
24427,2013-01-14,44,CLEANING,2062.0,0
26216,2013-01-15,44,HARDWARE,3.0,0
26231,2013-01-15,44,PREPARED FOODS,376.953,0
26230,2013-01-15,44,POULTRY,422.142,0
26227,2013-01-15,44,PERSONAL CARE,292.0,0
26226,2013-01-15,44,MEATS,672.329,0
26224,2013-01-15,44,"LIQUOR,WINE,BEER",170.0,0
26223,2013-01-15,44,LINGERIE,12.0,0
26222,2013-01-15,44,LAWN AND GARDEN,7.0,0
26234,2013-01-15,44,SEAFOOD,94.377,0
26215,2013-01-15,44,GROCERY II,78.0,0
26213,2013-01-15,44,FROZEN FOODS,314.214,0
26212,2013-01-15,44,EGGS,459.0,0
26211,2013-01-15,44,DELI,366.928,0
26210,2013-01-15,44,DAIRY,1097.0,0
26209,2013-01-15,44,CLEANING,1884.0,0
26207,2013-01-15,44,BREAD/BAKERY,737.778,0
26205,2013-01-15,44,BEVERAGES,3666.0,0
26204,2013-01-15,44,BEAUTY,3.0,0
26202,2013-01-15,44,AUTOMOTIVE,10.0,0
26214,2013-01-15,44,GROCERY I,5096.0,0
28004,2013-01-16,44,LAWN AND GARDEN,10.0,0
28005,2013-01-16,44,LINGERIE,19.0,0
28006,2013-01-16,44,"LIQUOR,WINE,BEER",275.0,0
28008,2013-01-16,44,MEATS,884.018,0
27998,2013-01-16,44,HARDWARE,8.0,0
28012,2013-01-16,44,POULTRY,575.665,0
28013,2013-01-16,44,PREPARED FOODS,533.796,0
28016,2013-01-16,44,SEAFOOD,134.056,0
28009,2013-01-16,44,PERSONAL CARE,412.0,0
27997,2013-01-16,44,GROCERY II,85.0,0
27984,2013-01-16,44,AUTOMOTIVE,14.0,0
27995,2013-01-16,44,FROZEN FOODS,396.462,0
27986,2013-01-16,44,BEAUTY,8.0,0
27987,2013-01-16,44,BEVERAGES,4376.0,0
27989,2013-01-16,44,BREAD/BAKERY,1041.151,0
27996,2013-01-16,44,GROCERY I,7737.0,0
27992,2013-01-16,44,DAIRY,1646.0,0
27993,2013-01-16,44,DELI,518.725,0
27994,2013-01-16,44,EGGS,638.0,0
27991,2013-01-16,44,CLEANING,2683.0,0
29798,2013-01-17,44,SEAFOOD,84.935,0
29795,2013-01-17,44,PREPARED FOODS,369.198,0
29794,2013-01-17,44,POULTRY,375.851,0
29791,2013-01-17,44,PERSONAL CARE,259.0,0
29790,2013-01-17,44,MEATS,774.418,0
29788,2013-01-17,44,"LIQUOR,WINE,BEER",219.0,0
29787,2013-01-17,44,LINGERIE,10.0,0
29780,2013-01-17,44,HARDWARE,10.0,0
29778,2013-01-17,44,GROCERY I,4998.0,0
29786,2013-01-17,44,LAWN AND GARDEN,4.0,0
29779,2013-01-17,44,GROCERY II,52.0,0
29776,2013-01-17,44,EGGS,428.0,0
29775,2013-01-17,44,DELI,365.918,0
29774,2013-01-17,44,DAIRY,1096.0,0
29773,2013-01-17,44,CLEANING,1910.0,0
29771,2013-01-17,44,BREAD/BAKERY,775.799,0
29769,2013-01-17,44,BEVERAGES,2967.0,0
29768,2013-01-17,44,BEAUTY,5.0,0
29766,2013-01-17,44,AUTOMOTIVE,25.0,0
29777,2013-01-17,44,FROZEN FOODS,270.026,0
31562,2013-01-18,44,HARDWARE,2.0,0
31568,2013-01-18,44,LAWN AND GARDEN,11.0,0
31569,2013-01-18,44,LINGERIE,24.0,0
31570,2013-01-18,44,"LIQUOR,WINE,BEER",405.0,0
31561,2013-01-18,44,GROCERY II,61.0,0
31573,2013-01-18,44,PERSONAL CARE,297.0,0
31576,2013-01-18,44,POULTRY,777.054,0
31577,2013-01-18,44,PREPARED FOODS,507.90802,0
31572,2013-01-18,44,MEATS,1562.493,0
31580,2013-01-18,44,SEAFOOD,145.927,0
31560,2013-01-18,44,GROCERY I,6000.0,0
31558,2013-01-18,44,EGGS,560.0,0
31548,2013-01-18,44,AUTOMOTIVE,11.0,0
31550,2013-01-18,44,BEAUTY,3.0,0
31551,2013-01-18,44,BEVERAGES,3737.0,0
31559,2013-01-18,44,FROZEN FOODS,309.911,0
31555,2013-01-18,44,CLEANING,1987.0,0
31556,2013-01-18,44,DAIRY,1474.0,0
31557,2013-01-18,44,DELI,524.206,0
31553,2013-01-18,44,BREAD/BAKERY,839.076,0
33362,2013-01-19,44,SEAFOOD,161.168,0
33343,2013-01-19,44,GROCERY II,104.0,0
33358,2013-01-19,44,POULTRY,834.51196,0
33355,2013-01-19,44,PERSONAL CARE,585.0,0
33354,2013-01-19,44,MEATS,1204.592,0
33352,2013-01-19,44,"LIQUOR,WINE,BEER",574.0,0
33351,2013-01-19,44,LINGERIE,30.0,0
33350,2013-01-19,44,LAWN AND GARDEN,16.0,0
33344,2013-01-19,44,HARDWARE,7.0,0
33359,2013-01-19,44,PREPARED FOODS,712.927,0
33342,2013-01-19,44,GROCERY I,9628.0,0
33340,2013-01-19,44,EGGS,844.0,0
33339,2013-01-19,44,DELI,757.099,0
33338,2013-01-19,44,DAIRY,1973.0,0
33337,2013-01-19,44,CLEANING,3105.0,0
33335,2013-01-19,44,BREAD/BAKERY,1415.946,0
33333,2013-01-19,44,BEVERAGES,6718.0,0
33332,2013-01-19,44,BEAUTY,5.0,0
33330,2013-01-19,44,AUTOMOTIVE,10.0,0
33341,2013-01-19,44,FROZEN FOODS,460.46,0
35132,2013-01-20,44,LAWN AND GARDEN,18.0,0
35133,2013-01-20,44,LINGERIE,45.0,0
35136,2013-01-20,44,MEATS,1294.506,0
35126,2013-01-20,44,HARDWARE,8.0,0
35140,2013-01-20,44,POULTRY,873.84503,0
35141,2013-01-20,44,PREPARED FOODS,678.308,0
35144,2013-01-20,44,SEAFOOD,191.294,0
35137,2013-01-20,44,PERSONAL CARE,711.0,0
35125,2013-01-20,44,GROCERY II,112.0,0
35121,2013-01-20,44,DELI,883.51,0
35123,2013-01-20,44,FROZEN FOODS,555.491,0
35112,2013-01-20,44,AUTOMOTIVE,31.0,0
35114,2013-01-20,44,BEAUTY,16.0,0
35115,2013-01-20,44,BEVERAGES,7882.0,0
35117,2013-01-20,44,BREAD/BAKERY,1698.799,0
35124,2013-01-20,44,GROCERY I,10488.0,0
35120,2013-01-20,44,DAIRY,2076.0,0
35119,2013-01-20,44,CLEANING,3332.0,0
35122,2013-01-20,44,EGGS,1003.0,0
36926,2013-01-21,44,SEAFOOD,88.045,0
36923,2013-01-21,44,PREPARED FOODS,407.79102,0
36922,2013-01-21,44,POULTRY,477.198,0
36919,2013-01-21,44,PERSONAL CARE,267.0,0
36918,2013-01-21,44,MEATS,720.952,0
36916,2013-01-21,44,"LIQUOR,WINE,BEER",150.0,0
36915,2013-01-21,44,LINGERIE,13.0,0
36908,2013-01-21,44,HARDWARE,6.0,0
36907,2013-01-21,44,GROCERY II,80.0,0
36914,2013-01-21,44,LAWN AND GARDEN,5.0,0
36905,2013-01-21,44,FROZEN FOODS,333.64,0
36906,2013-01-21,44,GROCERY I,5932.0,0
36896,2013-01-21,44,BEAUTY,10.0,0
36897,2013-01-21,44,BEVERAGES,4256.0,0
36899,2013-01-21,44,BREAD/BAKERY,808.558,0
36894,2013-01-21,44,AUTOMOTIVE,10.0,0
36902,2013-01-21,44,DAIRY,1250.0,0
36903,2013-01-21,44,DELI,360.58398,0
36904,2013-01-21,44,EGGS,508.0,0
36901,2013-01-21,44,CLEANING,1949.0,0
38690,2013-01-22,44,HARDWARE,4.0,0
38708,2013-01-22,44,SEAFOOD,109.839,0
38705,2013-01-22,44,PREPARED FOODS,341.213,0
38704,2013-01-22,44,POULTRY,367.596,0
38701,2013-01-22,44,PERSONAL CARE,2252.0,0
38700,2013-01-22,44,MEATS,635.184,0
38698,2013-01-22,44,"LIQUOR,WINE,BEER",190.0,0
38697,2013-01-22,44,LINGERIE,16.0,0
38689,2013-01-22,44,GROCERY II,65.0,0
38696,2013-01-22,44,LAWN AND GARDEN,2.0,0
38687,2013-01-22,44,FROZEN FOODS,250.451,0
38678,2013-01-22,44,BEAUTY,3.0,0
38679,2013-01-22,44,BEVERAGES,3064.0,0
38681,2013-01-22,44,BREAD/BAKERY,742.57,0
38683,2013-01-22,44,CLEANING,5280.0,0
38676,2013-01-22,44,AUTOMOTIVE,12.0,0
38685,2013-01-22,44,DELI,359.189,0
38686,2013-01-22,44,EGGS,478.0,0
38684,2013-01-22,44,DAIRY,1179.0,0
38688,2013-01-22,44,GROCERY I,19263.0,0
40490,2013-01-23,44,SEAFOOD,137.436,0
40471,2013-01-23,44,GROCERY II,59.0,0
40487,2013-01-23,44,PREPARED FOODS,513.929,0
40486,2013-01-23,44,POULTRY,509.372,0
40483,2013-01-23,44,PERSONAL CARE,286.0,0
40482,2013-01-23,44,MEATS,705.151,0
40480,2013-01-23,44,"LIQUOR,WINE,BEER",209.0,0
40479,2013-01-23,44,LINGERIE,26.0,0
40478,2013-01-23,44,LAWN AND GARDEN,2.0,0
40472,2013-01-23,44,HARDWARE,6.0,0
40470,2013-01-23,44,GROCERY I,5869.0,0
40468,2013-01-23,44,EGGS,565.0,0
40467,2013-01-23,44,DELI,399.596,0
40466,2013-01-23,44,DAIRY,1377.0,0
40465,2013-01-23,44,CLEANING,2115.0,0
40463,2013-01-23,44,BREAD/BAKERY,782.766,0
40461,2013-01-23,44,BEVERAGES,3687.0,0
40460,2013-01-23,44,BEAUTY,4.0,0
40458,2013-01-23,44,AUTOMOTIVE,25.0,0
40469,2013-01-23,44,FROZEN FOODS,295.856,0
42260,2013-01-24,44,LAWN AND GARDEN,3.0,0
42261,2013-01-24,44,LINGERIE,21.0,0
42262,2013-01-24,44,"LIQUOR,WINE,BEER",157.0,0
42254,2013-01-24,44,HARDWARE,1.0,0
42265,2013-01-24,44,PERSONAL CARE,202.0,0
42268,2013-01-24,44,POULTRY,311.76498,0
42269,2013-01-24,44,PREPARED FOODS,307.318,0
42264,2013-01-24,44,MEATS,557.246,0
42253,2013-01-24,44,GROCERY II,54.0,0
42272,2013-01-24,44,SEAFOOD,68.624,0
42251,2013-01-24,44,FROZEN FOODS,180.37,0
42240,2013-01-24,44,AUTOMOTIVE,40.0,0
42242,2013-01-24,44,BEAUTY,1.0,0
42243,2013-01-24,44,BEVERAGES,2650.0,0
42245,2013-01-24,44,BREAD/BAKERY,652.887,0
42252,2013-01-24,44,GROCERY I,4007.0,0
42248,2013-01-24,44,DAIRY,992.0,0
42249,2013-01-24,44,DELI,333.74,0
42250,2013-01-24,44,EGGS,332.0,0
42247,2013-01-24,44,CLEANING,1359.0,0
44036,2013-01-25,44,HARDWARE,2.0,0
44054,2013-01-25,44,SEAFOOD,142.267,0
44051,2013-01-25,44,PREPARED FOODS,477.901,0
44050,2013-01-25,44,POULTRY,853.913,0
44047,2013-01-25,44,PERSONAL CARE,297.0,0
44046,2013-01-25,44,MEATS,1330.549,0
44044,2013-01-25,44,"LIQUOR,WINE,BEER",409.0,0
44043,2013-01-25,44,LINGERIE,15.0,0
44042,2013-01-25,44,LAWN AND GARDEN,9.0,0
44035,2013-01-25,44,GROCERY II,66.0,0
44025,2013-01-25,44,BEVERAGES,3437.0,0
44033,2013-01-25,44,FROZEN FOODS,317.51,0
44024,2013-01-25,44,BEAUTY,8.0,0
44034,2013-01-25,44,GROCERY I,5895.0,0
44027,2013-01-25,44,BREAD/BAKERY,907.033,0
44022,2013-01-25,44,AUTOMOTIVE,11.0,0
44030,2013-01-25,44,DAIRY,1456.0,0
44031,2013-01-25,44,DELI,425.47,0
44032,2013-01-25,44,EGGS,596.0,0
44029,2013-01-25,44,CLEANING,1874.0,0
45818,2013-01-26,44,HARDWARE,4.0,0
45836,2013-01-26,44,SEAFOOD,165.112,0
45832,2013-01-26,44,POULTRY,666.253,0
45829,2013-01-26,44,PERSONAL CARE,539.0,0
45828,2013-01-26,44,MEATS,1093.905,0
45826,2013-01-26,44,"LIQUOR,WINE,BEER",532.0,0
45825,2013-01-26,44,LINGERIE,38.0,0
45824,2013-01-26,44,LAWN AND GARDEN,12.0,0
45817,2013-01-26,44,GROCERY II,96.0,0
45833,2013-01-26,44,PREPARED FOODS,735.768,0
45815,2013-01-26,44,FROZEN FOODS,459.108,0
45804,2013-01-26,44,AUTOMOTIVE,28.0,0
45806,2013-01-26,44,BEAUTY,14.0,0
45807,2013-01-26,44,BEVERAGES,6092.0,0
45809,2013-01-26,44,BREAD/BAKERY,1302.634,0
45816,2013-01-26,44,GROCERY I,8709.0,0
45812,2013-01-26,44,DAIRY,1932.0,0
45813,2013-01-26,44,DELI,723.611,0
45814,2013-01-26,44,EGGS,796.0,0
45811,2013-01-26,44,CLEANING,2831.0,0
47600,2013-01-27,44,HARDWARE,7.0,0
47615,2013-01-27,44,PREPARED FOODS,784.181,0
47614,2013-01-27,44,POULTRY,891.763,0
47611,2013-01-27,44,PERSONAL CARE,631.0,0
47610,2013-01-27,44,MEATS,1182.226,0
47607,2013-01-27,44,LINGERIE,59.0,0
47606,2013-01-27,44,LAWN AND GARDEN,7.0,0
47599,2013-01-27,44,GROCERY II,69.0,0
47618,2013-01-27,44,SEAFOOD,154.213,0
47598,2013-01-27,44,GROCERY I,9667.0,0
47586,2013-01-27,44,AUTOMOTIVE,28.0,0
47588,2013-01-27,44,BEAUTY,6.0,0
47589,2013-01-27,44,BEVERAGES,6016.0,0
47591,2013-01-27,44,BREAD/BAKERY,1606.752,0
47597,2013-01-27,44,FROZEN FOODS,559.116,0
47594,2013-01-27,44,DAIRY,1967.0,0
47595,2013-01-27,44,DELI,829.056,0
47596,2013-01-27,44,EGGS,951.0,0
47593,2013-01-27,44,CLEANING,3424.0,0
49381,2013-01-28,44,GROCERY II,67.0,0
49397,2013-01-28,44,PREPARED FOODS,381.95898,0
49396,2013-01-28,44,POULTRY,454.21802,0
49393,2013-01-28,44,PERSONAL CARE,262.0,0
49392,2013-01-28,44,MEATS,662.027,0
49390,2013-01-28,44,"LIQUOR,WINE,BEER",141.0,0
49389,2013-01-28,44,LINGERIE,50.0,0
49388,2013-01-28,44,LAWN AND GARDEN,1.0,0
49382,2013-01-28,44,HARDWARE,5.0,0
49400,2013-01-28,44,SEAFOOD,90.325,0
49380,2013-01-28,44,GROCERY I,5471.0,0
49378,2013-01-28,44,EGGS,481.0,0
49377,2013-01-28,44,DELI,381.661,0
49376,2013-01-28,44,DAIRY,1182.0,0
49375,2013-01-28,44,CLEANING,1679.0,0
49373,2013-01-28,44,BREAD/BAKERY,841.827,0
49371,2013-01-28,44,BEVERAGES,2944.0,0
